,GEOID
641,6045
644,6047
647,6049
650,6051
653,6053
656,6055
659,6057
662,6059
665,6061
668,6063
671,6065
674,6067
677,6069
680,6071
683,6073
686,6075
689,6077
692,6079
695,6081
698,6083
701,6085
704,6087
707,6089
710,6091
713,6093
716,6095
719,6097
722,6099
725,6101
728,6103
731,6105
734,6107
737,6109
740,6111
743,6113
746,6115
752,8001
755,8003
758,8005
761,8007
764,8009
767,8011
770,8013
773,8014
776,8015
779,8017
782,8019
785,8021
788,8023
791,8025
794,8027
797,8029
800,8031
803,8033
806,8035
809,8037
812,8039
815,8041
818,8043
821,8045
824,8047
827,8049
830,8051
833,8053
836,8055
839,8057
842,8059
845,8061
848,8063
851,8065
854,8067
857,8069
860,8071
863,8073
866,8075
869,8077
872,8079
875,8081
878,8083
881,8085
884,8087
887,8089
890,8091
893,8093
896,8095
899,8097
902,8099
905,8101
908,8103
911,8105
914,8107
917,8109
920,8111
923,8113
926,8115
929,8117
932,8119
935,8121
938,8123
941,8125
947,9001
950,9003
953,9005
956,9007
959,9009
962,9011
965,9013
968,9015
974,10001
977,10003
980,10005
986,11001
992,12001
995,12003
998,12005
1001,12007
1004,12009
1007,12011
1010,12013
1013,12015
1016,12017
1019,12019
1022,12021
1025,12023
1028,12027
1031,12029
1034,12031
1037,12033
1040,12035
1043,12037
1046,12039
1049,12041
1052,12043
1055,12045
1058,12047
1061,12049
1064,12051
1067,12053
1070,12055
1073,12057
1076,12059
1079,12061
1082,12063
1085,12065
1088,12067
1091,12069
1094,12071
1097,12073
1100,12075
1103,12077
1106,12079
1109,12081
1112,12083
1115,12085
1118,12086
1121,12087
1124,12089
1127,12091
1130,12093
1133,12095
1136,12097
1139,12099
1142,12101
1145,12103
1148,12105
1151,12107
1154,12109
1157,12111
1160,12113
1163,12115
1166,12117
1169,12119
1172,12121
1175,12123
1178,12125
1181,12127
1184,12129
1187,12131
1190,12133
1196,13001
1199,13003
1202,13005
1205,13007
1208,13009
1211,13011
1214,13013
1217,13015
1220,13017
1223,13019
1226,13021
1229,13023
1232,13025
1235,13027
1238,13029
1241,13031
1244,13033
1247,13035
1250,13037
1253,13039
1256,13043
1259,13045
1262,13047
1265,13049
1268,13051
1271,13053
1274,13055
1277,13057
1280,13059
1283,13061
1286,13063
1289,13065
1292,13067
1295,13069
1298,13071
1301,13073
1304,13075
1307,13077
1310,13079
1313,13081
1316,13083
1319,13085
1322,13087
1325,13089
1328,13091
1331,13093
1334,13095
1337,13097
1340,13099
1343,13101
1346,13103
1349,13105
1352,13107
1355,13109
1358,13111
1361,13113
1364,13115
1367,13117
1370,13119
1373,13121
1376,13123
1379,13125
1382,13127
1385,13129
1388,13131
1391,13133
1394,13135
1397,13137
1400,13139
1403,13141
1406,13143
1409,13145
1412,13147
1415,13149
1418,13151
1421,13153
1424,13155
1427,13157
1430,13159
1433,13161
1436,13163
1439,13165
1442,13167
1445,13169
1448,13171
1451,13173
1454,13175
1457,13177
1460,13179
1463,13181
1466,13183
1469,13185
1472,13187
1475,13189
1478,13191
1481,13193
1484,13195
1487,13197
1490,13199
1493,13201
1496,13205
1499,13207
1502,13209
1505,13211
1508,13213
1511,13215
1514,13217
1517,13219
1520,13221
1523,13223
1526,13225
1529,13227
1532,13229
1535,13231
1538,13233
1541,13235
1544,13237
1547,13239
1550,13241
1553,13243
1556,13245
1559,13247
1562,13249
1565,13251
1568,13253
1571,13255
1574,13257
1577,13259
1580,13261
1583,13263
1586,13265
1589,13267
1592,13269
1595,13271
1598,13273
1601,13275
1604,13277
1607,13279
1610,13281
1613,13283
1616,13285
1619,13287
1622,13289
1625,13291
1628,13293
1631,13295
1634,13297
1637,13299
1640,13301
1643,13303
1646,13305
1649,13307
1652,13309
1655,13311
1658,13313
1661,13315
1664,13317
1667,13319
1670,13321
1676,15001
1679,15003
1685,15007
1688,15009
1694,16001
1697,16003
1700,16005
1703,16007
1706,16009
1709,16011
1712,16013
1715,16015
1718,16017
1721,16019
1724,16021
1727,16023
1730,16025
1733,16027
1736,16029
1739,16031
1742,16033
1745,16035
1748,16037
1751,16039
1754,16041
1757,16043
1760,16045
1763,16047
1766,16049
1769,16051
1772,16053
1775,16055
1778,16057
1781,16059
1784,16061
1787,16063
1790,16065
1793,16067
1796,16069
1799,16071
1802,16073
1805,16075
1808,16077
1811,16079
1814,16081
1817,16083
1820,16085
1823,16087
1829,17001
1832,17003
1835,17005
1838,17007
1841,17009
1844,17011
1847,17013
1850,17015
1853,17017
1856,17019
1859,17021
1862,17023
1865,17025
1868,17027
1871,17029
1874,17031
1877,17033
1880,17035
1883,17037
1886,17039
1889,17041
1892,17043
1895,17045
1898,17047
1901,17049
1904,17051
1907,17053
1910,17055
1913,17057
1916,17059
1919,17061
1922,17063
1925,17065
1928,17067
1931,17069
1934,17071
1937,17073
1940,17075
1943,17077
1946,17079
1949,17081
1952,17083
1955,17085
1958,17087
1961,17089
1964,17091
1967,17093
1970,17095
1973,17097
1976,17099
1979,17101
1982,17103
1985,17105
1988,17107
1991,17109
1994,17111
1997,17113
2000,17115
2003,17117
2006,17119
2009,17121
2012,17123
2015,17125
