GEO,GEOID
5099,5
5101,5
2290,5
2275,5
12101,5
1067,5
1049,5
1051,5
1053,5
1055,5
1057,5
1059,5
1061,5
1063,5
1065,5
1069,5
1091,5
1071,5
1073,5
1075,5
1077,5
1079,5
1081,5
1083,5
1085,5
1087,5
1047,5
1045,5
1043,5
1041,5
1003,5
1005,5
1007,5
1009,5
1011,5
1013,5
1015,5
1017,5
1019,5
1021,5
1023,5
1025,5
1027,5
1029,5
1031,5
1033,5
1035,5
1037,5
1039,5
1089,5
1093,5
2261,5
2150,5
2060,5
2068,5
2070,5
2090,5
2100,5
2105,5
2110,5
2122,5
2130,5
2164,5
1095,5
2170,5
2180,5
2185,5
2188,5
2195,5
2198,5
2220,5
2230,5
2240,5
2050,5
2020,5
2016,5
2013,5
1097,5
1099,5
1101,5
1103,5
1105,5
1107,5
1109,5
1111,5
1113,5
1115,5
1117,5
1119,5
1121,5
1123,5
1125,5
1127,5
1129,5
1131,5
1133,5
6000,5
6001,5
6003,5
9009,5
8119,5
8121,5
8123,5
8125,5
9000,5
9001,5
9003,5
9005,5
9007,5
9011,5
12009,5
9013,5
9015,5
10001,5
10003,5
10005,5
11001,5
12001,5
12003,5
12005,5
8117,5
8115,5
8113,5
8111,5
8073,5
8075,5
8077,5
8079,5
8081,5
8083,5
8085,5
8087,5
8089,5
8091,5
8093,5
8095,5
8097,5
8099,5
8101,5
8103,5
8105,5
8107,5
8109,5
12007,5
12011,5
6005,5
12081,5
12063,5
12065,5
12067,5
12069,5
12071,5
12073,5
12075,5
12077,5
12079,5
12083,5
12013,5
12085,5
12086,5
12087,5
12089,5
12091,5
12093,5
12095,5
12097,5
12099,5
12061,5
12059,5
12057,5
12055,5
12015,5
12017,5
12019,5
12021,5
12023,5
12027,5
12029,5
12031,5
12033,5
12035,5
12037,5
12039,5
12041,5
12043,5
12045,5
12047,5
12049,5
12051,5
12053,5
8071,5
8069,5
8067,5
6071,5
6053,5
6055,5
6057,5
6059,5
6061,5
6063,5
6065,5
6067,5
6069,5
6073,5
8065,5
6075,5
6077,5
6079,5
6081,5
6083,5
6085,5
6087,5
6089,5
6091,5
6051,5
6049,5
6047,5
6045,5
6007,5
6009,5
6011,5
6013,5
6015,5
6017,5
6019,5
6021,5
6023,5
6025,5
6027,5
6029,5
6031,5
6033,5
6035,5
6037,5
6039,5
6041,5
6043,5
6093,5
6095,5
6097,5
8023,5
8027,5
8029,5
8031,5
8033,5
8035,5
8037,5
8039,5
8041,5
8043,5
8045,5
8047,5
8049,5
8051,5
8053,5
8055,5
8057,5
8059,5
8061,5
8063,5
8025,5
8021,5
6099,5
8019,5
6101,5
6103,5
6105,5
6107,5
6109,5
6111,5
6113,5
6115,5
8000,5
8001,5
8003,5
8005,5
8007,5
8009,5
8011,5
8013,5
8014,5
8015,5
8017,5
18095,5
17035,5
18099,5
25025,5
25007,5
25009,5
25011,5
25013,5
25015,5
25017,5
25019,5
25021,5
18101,5
25027,5
26021,5
26001,5
26003,5
26005,5
26007,5
26009,5
26011,5
26013,5
26015,5
26017,5
25005,5
25003,5
25001,5
24510,5
24011,5
24013,5
24015,5
24017,5
24019,5
24021,5
24023,5
24025,5
24027,5
24029,5
24031,5
24033,5
24035,5
24037,5
24039,5
24041,5
24043,5
24045,5
24047,5
26019,5
26023,5
26115,5
26091,5
26073,5
26075,5
26077,5
26079,5
26081,5
26083,5
26085,5
26087,5
26089,5
26093,5
26025,5
26095,5
26097,5
26099,5
26101,5
26103,5
26105,5
26107,5
26109,5
26111,5
26071,5
26069,5
26067,5
26065,5
26027,5
26029,5
26031,5
26033,5
26035,5
26037,5
26039,5
26041,5
26043,5
26045,5
26047,5
26049,5
26051,5
26053,5
26055,5
26057,5
26059,5
26061,5
26063,5
24009,5
24005,5
24003,5
22047,5
22029,5
22031,5
22033,5
22035,5
22037,5
22039,5
22041,5
22043,5
22045,5
22049,5
24001,5
22051,5
22053,5
22055,5
22057,5
22059,5
22061,5
22063,5
22065,5
22067,5
22027,5
22025,5
22023,5
22021,5
21223,5
21225,5
21227,5
21229,5
21231,5
21233,5
21235,5
21237,5
21239,5
22001,5
22003,5
22005,5
22007,5
22009,5
22011,5
22013,5
22015,5
22017,5
22019,5
22069,5
22071,5
22073,5
22119,5
22123,5
22125,5
22127,5
23001,5
23003,5
23005,5
23007,5
23009,5
23011,5
23013,5
23015,5
23017,5
23019,5
23021,5
23023,5
23025,5
23027,5
23029,5
23031,5
22121,5
22117,5
22075,5
22115,5
22077,5
22079,5
22081,5
22083,5
22085,5
22087,5
22089,5
22091,5
22093,5
22095,5
22097,5
22099,5
22101,5
22103,5
22105,5
22107,5
22109,5
22111,5
22113,5
26113,5
26117,5
21219,5
28029,5
28011,5
28013,5
28015,5
28017,5
28019,5
28021,5
28023,5
28025,5
28027,5
28031,5
28053,5
28033,5
28035,5
28037,5
28039,5
28041,5
28043,5
28045,5
28047,5
28049,5
28009,5
28007,5
28005,5
28003,5
27139,5
27141,5
27143,5
27145,5
27147,5
27149,5
27151,5
27153,5
27155,5
27157,5
27159,5
27161,5
27163,5
27165,5
27167,5
27169,5
27171,5
27173,5
28001,5
28051,5
28055,5
26119,5
28123,5
28105,5
28107,5
28109,5
28111,5
28113,5
