GEO,GEOID
28115,5
28117,5
28119,5
28121,5
28125,5
28057,5
28127,5
28129,5
28131,5
28133,5
28135,5
28137,5
28139,5
28141,5
28143,5
28103,5
28101,5
28099,5
28097,5
28059,5
28061,5
28063,5
28065,5
28067,5
28069,5
28071,5
28073,5
28075,5
28077,5
28079,5
28081,5
28083,5
28085,5
28087,5
28089,5
28091,5
28093,5
28095,5
27137,5
27135,5
27133,5
27017,5
27000,5
27001,5
27003,5
27005,5
27007,5
27009,5
27011,5
27013,5
27015,5
27019,5
27131,5
27021,5
27023,5
27025,5
27027,5
27029,5
27031,5
27033,5
27035,5
27037,5
26165,5
26163,5
26161,5
26159,5
26121,5
26123,5
26125,5
26127,5
26129,5
26131,5
26133,5
26135,5
26137,5
26139,5
26141,5
26143,5
26145,5
26147,5
26149,5
26151,5
26153,5
26155,5
26157,5
27039,5
27041,5
27043,5
27089,5
27093,5
27095,5
27097,5
27099,5
27101,5
27103,5
27105,5
27107,5
27109,5
27111,5
27113,5
27115,5
27117,5
27119,5
27121,5
27123,5
27125,5
27127,5
27129,5
27091,5
27087,5
27045,5
27085,5
27047,5
27049,5
27051,5
27053,5
27055,5
27057,5
27059,5
27061,5
27063,5
27065,5
27067,5
27069,5
27071,5
27073,5
27075,5
27077,5
27079,5
27081,5
27083,5
21221,5
25023,5
21217,5
19173,5
19155,5
19157,5
19159,5
19161,5
19163,5
19165,5
19167,5
19169,5
19171,5
19175,5
19151,5
19177,5
19179,5
19181,5
19183,5
19185,5
19187,5
19189,5
19191,5
19193,5
19153,5
19149,5
20093,5
19125,5
19107,5
19109,5
19111,5
19113,5
19115,5
19117,5
19119,5
19121,5
19123,5
19127,5
19147,5
19129,5
19131,5
19133,5
19135,5
19137,5
19139,5
19141,5
19143,5
19145,5
19195,5
19197,5
20001,5
20069,5
20051,5
20053,5
20055,5
20057,5
20059,5
20061,5
20063,5
20065,5
20067,5
20071,5
20003,5
20073,5
20075,5
20077,5
20079,5
20081,5
20083,5
20085,5
20087,5
20089,5
20049,5
20047,5
20045,5
20043,5
20005,5
20007,5
20009,5
20011,5
20013,5
20015,5
20017,5
20019,5
20021,5
20023,5
20025,5
20027,5
20029,5
20031,5
20033,5
20035,5
20037,5
20039,5
20041,5
19105,5
19103,5
19101,5
18167,5
18149,5
18151,5
18153,5
18155,5
18157,5
18159,5
18161,5
18163,5
18165,5
18169,5
19007,5
18171,5
18173,5
18175,5
18177,5
18179,5
18181,5
18183,5
19001,5
19003,5
18147,5
18145,5
18143,5
18141,5
18103,5
18105,5
18107,5
18109,5
18111,5
18113,5
18115,5
18117,5
18119,5
18121,5
18123,5
18125,5
18127,5
18129,5
18131,5
18133,5
18135,5
18137,5
18139,5
19005,5
19009,5
19099,5
19077,5
19059,5
19061,5
19063,5
19065,5
19067,5
19069,5
19071,5
19073,5
19075,5
19079,5
19011,5
19081,5
19083,5
19085,5
19087,5
19089,5
19091,5
19093,5
19095,5
19097,5
19057,5
19055,5
19053,5
21215,5
19013,5
19015,5
19017,5
19019,5
19021,5
19023,5
19025,5
19027,5
19029,5
19031,5
19033,5
19035,5
19037,5
19039,5
19041,5
19043,5
19045,5
19047,5
19049,5
20091,5
19051,5
20095,5
21081,5
21085,5
21087,5
21089,5
21091,5
21093,5
21095,5
21099,5
21101,5
21103,5
21105,5
21107,5
21109,5
21111,5
21113,5
21115,5
21117,5
21119,5
21121,5
21123,5
21083,5
21079,5
21127,5
21077,5
21039,5
21041,5
21043,5
21045,5
21047,5
21049,5
21051,5
21053,5
21055,5
21057,5
21059,5
21061,5
21063,5
21065,5
21067,5
21069,5
21071,5
21073,5
21075,5
21125,5
21129,5
21035,5
21175,5
21179,5
21181,5
21183,5
21185,5
21187,5
21189,5
21191,5
21193,5
21195,5
21197,5
21199,5
21201,5
21203,5
21205,5
21207,5
21209,5
21211,5
21213,5
20097,5
21177,5
21173,5
21131,5
21171,5
21133,5
21135,5
21137,5
21139,5
21141,5
21143,5
21145,5
21147,5
21149,5
21151,5
21153,5
21155,5
21157,5
21159,5
21161,5
21163,5
21165,5
21167,5
21169,5
21037,5
21097,5
20169,5
20113,5
20121,5
20119,5
20171,5
20173,5
20175,5
20117,5
20115,5
20177,5
20179,5
20123,5
20181,5
20183,5
20111,5
20185,5
20187,5
20109,5
20189,5
21033,5
20167,5
20165,5
20191,5
20149,5
20131,5
20135,5
20137,5
20139,5
20141,5
20143,5
20145,5
20147,5
20129,5
20163,5
20151,5
20153,5
20155,5
20127,5
20157,5
20159,5
20161,5
20125,5
20105,5
20107,5
20193,5
21001,5
21031,5
21029,5
21027,5
21025,5
21023,5
21021,5
21019,5
21017,5
21015,5
21013,5
21011,5
21007,5
21005,5
21003,5
21009,5
20133,5
20201,5
20205,5
20101,5
20199,5
20197,5
20099,5
20195,5
20207,5
20209,5
20103,5
20203,5
