GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ABDPE001,NAME_M,ABDPM001
"G2200790","2010-2014",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rapides Parish, Louisiana",41305,"Rapides Parish, Louisiana",1555
"G2200810","2010-2014",,,"Louisiana","22","Red River Parish","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River Parish, Louisiana",37681,"Red River Parish, Louisiana",4823
"G2200830","2010-2014",,,"Louisiana","22","Richland Parish","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland Parish, Louisiana",38708,"Richland Parish, Louisiana",4227
"G2200850","2010-2014",,,"Louisiana","22","Sabine Parish","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine Parish, Louisiana",36513,"Sabine Parish, Louisiana",3043
"G2200870","2010-2014",,,"Louisiana","22","St. Bernard Parish","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Bernard Parish, Louisiana",44706,"St. Bernard Parish, Louisiana",2279
"G2200890","2010-2014",,,"Louisiana","22","St. Charles Parish","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles Parish, Louisiana",57785,"St. Charles Parish, Louisiana",2514
"G2200910","2010-2014",,,"Louisiana","22","St. Helena Parish","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Helena Parish, Louisiana",35262,"St. Helena Parish, Louisiana",6238
"G2200930","2010-2014",,,"Louisiana","22","St. James Parish","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. James Parish, Louisiana",53259,"St. James Parish, Louisiana",4082
"G2200950","2010-2014",,,"Louisiana","22","St. John the Baptist Parish","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. John the Baptist Parish, Louisiana",50716,"St. John the Baptist Parish, Louisiana",1977
"G2200970","2010-2014",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Landry Parish, Louisiana",33928,"St. Landry Parish, Louisiana",1877
"G2200990","2010-2014",,,"Louisiana","22","St. Martin Parish","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Martin Parish, Louisiana",42948,"St. Martin Parish, Louisiana",3373
"G2201010","2010-2014",,,"Louisiana","22","St. Mary Parish","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary Parish, Louisiana",41956,"St. Mary Parish, Louisiana",1644
"G2201030","2010-2014",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Tammany Parish, Louisiana",61942,"St. Tammany Parish, Louisiana",1639
"G2201050","2010-2014",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tangipahoa Parish, Louisiana",40721,"Tangipahoa Parish, Louisiana",1973
"G2201070","2010-2014",,,"Louisiana","22","Tensas Parish","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tensas Parish, Louisiana",26178,"Tensas Parish, Louisiana",2598
"G2201090","2010-2014",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",49932,"Terrebonne Parish, Louisiana",2135
"G2201110","2010-2014",,,"Louisiana","22","Union Parish","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union Parish, Louisiana",35115,"Union Parish, Louisiana",2842
"G2201130","2010-2014",,,"Louisiana","22","Vermilion Parish","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion Parish, Louisiana",47344,"Vermilion Parish, Louisiana",2955
"G2201150","2010-2014",,,"Louisiana","22","Vernon Parish","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon Parish, Louisiana",46867,"Vernon Parish, Louisiana",1208
"G2201170","2010-2014",,,"Louisiana","22","Washington Parish","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington Parish, Louisiana",31750,"Washington Parish, Louisiana",1948
"G2201190","2010-2014",,,"Louisiana","22","Webster Parish","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster Parish, Louisiana",35292,"Webster Parish, Louisiana",2347
"G2201210","2010-2014",,,"Louisiana","22","West Baton Rouge Parish","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Baton Rouge Parish, Louisiana",49202,"West Baton Rouge Parish, Louisiana",3341
"G2201230","2010-2014",,,"Louisiana","22","West Carroll Parish","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Carroll Parish, Louisiana",31843,"West Carroll Parish, Louisiana",4048
"G2201250","2010-2014",,,"Louisiana","22","West Feliciana Parish","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Feliciana Parish, Louisiana",53967,"West Feliciana Parish, Louisiana",13242
"G2201270","2010-2014",,,"Louisiana","22","Winn Parish","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winn Parish, Louisiana",32608,"Winn Parish, Louisiana",4686
"G2300010","2010-2014",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Androscoggin County, Maine",45765,"Androscoggin County, Maine",1628
"G2300030","2010-2014",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aroostook County, Maine",37378,"Aroostook County, Maine",1179
"G2300050","2010-2014",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Maine",59560,"Cumberland County, Maine",1367
"G2300070","2010-2014",,,"Maine","23","Franklin County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Maine",41665,"Franklin County, Maine",3029
"G2300090","2010-2014",,,"Maine","23","Hancock County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Maine",45747,"Hancock County, Maine",1558
"G2300110","2010-2014",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kennebec County, Maine",46559,"Kennebec County, Maine",1319
"G2300130","2010-2014",,,"Maine","23","Knox County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Maine",50515,"Knox County, Maine",2243
"G2300150","2010-2014",,,"Maine","23","Lincoln County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Maine",50027,"Lincoln County, Maine",2374
"G2300170","2010-2014",,,"Maine","23","Oxford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxford County, Maine",40695,"Oxford County, Maine",1966
"G2300190","2010-2014",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Penobscot County, Maine",44543,"Penobscot County, Maine",1217
"G2300210","2010-2014",,,"Maine","23","Piscataquis County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piscataquis County, Maine",37110,"Piscataquis County, Maine",1526
"G2300230","2010-2014",,,"Maine","23","Sagadahoc County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sagadahoc County, Maine",55046,"Sagadahoc County, Maine",2410
"G2300250","2010-2014",,,"Maine","23","Somerset County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Maine",39792,"Somerset County, Maine",1651
"G2300270","2010-2014",,,"Maine","23","Waldo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldo County, Maine",43484,"Waldo County, Maine",1819
"G2300290","2010-2014",,,"Maine","23","Washington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Maine",38239,"Washington County, Maine",1239
"G2300310","2010-2014",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Maine",56701,"York County, Maine",1304
"G2400010","2010-2014",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, Maryland",39794,"Allegany County, Maryland",1706
"G2400030","2010-2014",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anne Arundel County, Maryland",89031,"Anne Arundel County, Maryland",1304
"G2400050","2010-2014",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore County, Maryland",66940,"Baltimore County, Maryland",609
"G2400090","2010-2014",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calvert County, Maryland",95425,"Calvert County, Maryland",2973
"G2400110","2010-2014",,,"Maryland","24","Caroline County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caroline County, Maryland",55605,"Caroline County, Maryland",2652
"G2400130","2010-2014",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Maryland",85532,"Carroll County, Maryland",1826
"G2400150","2010-2014",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cecil County, Maryland",65124,"Cecil County, Maryland",2980
"G2400170","2010-2014",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles County, Maryland",91910,"Charles County, Maryland",2215
"G2400190","2010-2014",,,"Maryland","24","Dorchester County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, Maryland",45628,"Dorchester County, Maryland",1589
"G2400210","2010-2014",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Maryland",84480,"Frederick County, Maryland",1758
"G2400230","2010-2014",,,"Maryland","24","Garrett County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garrett County, Maryland",46096,"Garrett County, Maryland",2414
"G2400250","2010-2014",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harford County, Maryland",81016,"Harford County, Maryland",1293
"G2400270","2010-2014",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Maryland",110133,"Howard County, Maryland",2364
"G2400290","2010-2014",,,"Maryland","24","Kent County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Maryland",58201,"Kent County, Maryland",2643
"G2400310","2010-2014",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Maryland",98704,"Montgomery County, Maryland",1307
"G2400330","2010-2014",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince George's County, Maryland",73856,"Prince George's County, Maryland",857
"G2400350","2010-2014",,,"Maryland","24","Queen Anne's County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Queen Anne's County, Maryland",86406,"Queen Anne's County, Maryland",3483
"G2400370","2010-2014",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Mary's County, Maryland",88190,"St. Mary's County, Maryland",1740
"G2400390","2010-2014",,,"Maryland","24","Somerset County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, Maryland",36716,"Somerset County, Maryland",3502
"G2400410","2010-2014",,,"Maryland","24","Talbot County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talbot County, Maryland",58495,"Talbot County, Maryland",3780
"G2400430","2010-2014",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Maryland",56477,"Washington County, Maryland",1393
"G2400450","2010-2014",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wicomico County, Maryland",52301,"Wicomico County, Maryland",1647
"G2400470","2010-2014",,,"Maryland","24","Worcester County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worcester County, Maryland",58820,"Worcester County, Maryland",2044
"G2405100","2010-2014",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baltimore city, Maryland",41819,"Baltimore city, Maryland",576
"G2500010","2010-2014",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnstable County, Massachusetts",61597,"Barnstable County, Massachusetts",1142
"G2500030","2010-2014",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkshire County, Massachusetts",49737,"Berkshire County, Massachusetts",1509
"G2500050","2010-2014",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol County, Massachusetts",55957,"Bristol County, Massachusetts",1007
"G2500070","2010-2014",,,"Massachusetts","25","Dukes County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dukes County, Massachusetts",65518,"Dukes County, Massachusetts",6121
