GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G0100010","2015-2019","AL",,,"Alabama","01","Autauga County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01001",,,"Autauga County, Alabama",58731,"Autauga County, Alabama",4410
"G0100030","2015-2019","AL",,,"Alabama","01","Baldwin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01003",,,"Baldwin County, Alabama",58320,"Baldwin County, Alabama",1564
"G0100050","2015-2019","AL",,,"Alabama","01","Barbour County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01005",,,"Barbour County, Alabama",32525,"Barbour County, Alabama",2291
"G0100070","2015-2019","AL",,,"Alabama","01","Bibb County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01007",,,"Bibb County, Alabama",47542,"Bibb County, Alabama",5504
"G0100090","2015-2019","AL",,,"Alabama","01","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01009",,,"Blount County, Alabama",49358,"Blount County, Alabama",2136
"G0100110","2015-2019","AL",,,"Alabama","01","Bullock County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01011",,,"Bullock County, Alabama",37785,"Bullock County, Alabama",12122
"G0100130","2015-2019","AL",,,"Alabama","01","Butler County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01013",,,"Butler County, Alabama",40688,"Butler County, Alabama",2858
"G0100150","2015-2019","AL",,,"Alabama","01","Calhoun County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01015",,,"Calhoun County, Alabama",47255,"Calhoun County, Alabama",2090
"G0100170","2015-2019","AL",,,"Alabama","01","Chambers County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01017",,,"Chambers County, Alabama",42289,"Chambers County, Alabama",2979
"G0100190","2015-2019","AL",,,"Alabama","01","Cherokee County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01019",,,"Cherokee County, Alabama",41919,"Cherokee County, Alabama",2465
"G0100210","2015-2019","AL",,,"Alabama","01","Chilton County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01021",,,"Chilton County, Alabama",47468,"Chilton County, Alabama",2972
"G0100230","2015-2019","AL",,,"Alabama","01","Choctaw County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01023",,,"Choctaw County, Alabama",35892,"Choctaw County, Alabama",2854
"G0100250","2015-2019","AL",,,"Alabama","01","Clarke County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01025",,,"Clarke County, Alabama",37404,"Clarke County, Alabama",3257
"G0100270","2015-2019","AL",,,"Alabama","01","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01027",,,"Clay County, Alabama",40845,"Clay County, Alabama",6518
"G0100290","2015-2019","AL",,,"Alabama","01","Cleburne County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01029",,,"Cleburne County, Alabama",44741,"Cleburne County, Alabama",3847
"G0100310","2015-2019","AL",,,"Alabama","01","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01031",,,"Coffee County, Alabama",55637,"Coffee County, Alabama",1849
"G0100330","2015-2019","AL",,,"Alabama","01","Colbert County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01033",,,"Colbert County, Alabama",48065,"Colbert County, Alabama",2746
"G0100350","2015-2019","AL",,,"Alabama","01","Conecuh County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01035",,,"Conecuh County, Alabama",37837,"Conecuh County, Alabama",3835
"G0100370","2015-2019","AL",,,"Alabama","01","Coosa County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01037",,,"Coosa County, Alabama",38990,"Coosa County, Alabama",4339
"G0100390","2015-2019","AL",,,"Alabama","01","Covington County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01039",,,"Covington County, Alabama",42189,"Covington County, Alabama",2667
"G0100410","2015-2019","AL",,,"Alabama","01","Crenshaw County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01041",,,"Crenshaw County, Alabama",43163,"Crenshaw County, Alabama",2743
"G0100430","2015-2019","AL",,,"Alabama","01","Cullman County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01043",,,"Cullman County, Alabama",44918,"Cullman County, Alabama",1921
"G0100450","2015-2019","AL",,,"Alabama","01","Dale County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01045",,,"Dale County, Alabama",47214,"Dale County, Alabama",2845
"G0100470","2015-2019","AL",,,"Alabama","01","Dallas County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01047",,,"Dallas County, Alabama",33845,"Dallas County, Alabama",1728
"G0100490","2015-2019","AL",,,"Alabama","01","DeKalb County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01049",,,"DeKalb County, Alabama",40440,"DeKalb County, Alabama",1676
"G0100510","2015-2019","AL",,,"Alabama","01","Elmore County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01051",,,"Elmore County, Alabama",60891,"Elmore County, Alabama",2952
"G0100530","2015-2019","AL",,,"Alabama","01","Escambia County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01053",,,"Escambia County, Alabama",36275,"Escambia County, Alabama",2972
"G0100550","2015-2019","AL",,,"Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01055",,,"Etowah County, Alabama",44637,"Etowah County, Alabama",1878
"G0100570","2015-2019","AL",,,"Alabama","01","Fayette County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01057",,,"Fayette County, Alabama",39856,"Fayette County, Alabama",3370
"G0100590","2015-2019","AL",,,"Alabama","01","Franklin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01059",,,"Franklin County, Alabama",43514,"Franklin County, Alabama",2096
"G0100610","2015-2019","AL",,,"Alabama","01","Geneva County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01061",,,"Geneva County, Alabama",41732,"Geneva County, Alabama",2831
"G0100630","2015-2019","AL",,,"Alabama","01","Greene County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01063",,,"Greene County, Alabama",24145,"Greene County, Alabama",6721
"G0100650","2015-2019","AL",,,"Alabama","01","Hale County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01065",,,"Hale County, Alabama",34046,"Hale County, Alabama",5341
"G0100670","2015-2019","AL",,,"Alabama","01","Henry County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01067",,,"Henry County, Alabama",50017,"Henry County, Alabama",3746
"G0100690","2015-2019","AL",,,"Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01069",,,"Houston County, Alabama",47580,"Houston County, Alabama",1033
"G0100710","2015-2019","AL",,,"Alabama","01","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01071",,,"Jackson County, Alabama",41769,"Jackson County, Alabama",1158
"G0100730","2015-2019","AL",,,"Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01073",,,"Jefferson County, Alabama",53901,"Jefferson County, Alabama",642
"G0100750","2015-2019","AL",,,"Alabama","01","Lamar County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01075",,,"Lamar County, Alabama",38364,"Lamar County, Alabama",4154
"G0100770","2015-2019","AL",,,"Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01077",,,"Lauderdale County, Alabama",48094,"Lauderdale County, Alabama",1834
"G0100790","2015-2019","AL",,,"Alabama","01","Lawrence County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01079",,,"Lawrence County, Alabama",44886,"Lawrence County, Alabama",2943
"G0100810","2015-2019","AL",,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01081",,,"Lee County, Alabama",51463,"Lee County, Alabama",2221
"G0100830","2015-2019","AL",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01083",,,"Limestone County, Alabama",59686,"Limestone County, Alabama",2190
"G0100850","2015-2019","AL",,,"Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01085",,,"Lowndes County, Alabama",30036,"Lowndes County, Alabama",4948
"G0100870","2015-2019","AL",,,"Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01087",,,"Macon County, Alabama",33370,"Macon County, Alabama",3502
"G0100890","2015-2019","AL",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01089",,,"Madison County, Alabama",65449,"Madison County, Alabama",1211
"G0100910","2015-2019","AL",,,"Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01091",,,"Marengo County, Alabama",33241,"Marengo County, Alabama",4158
"G0100930","2015-2019","AL",,,"Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01093",,,"Marion County, Alabama",35930,"Marion County, Alabama",3370
"G0100950","2015-2019","AL",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01095",,,"Marshall County, Alabama",45983,"Marshall County, Alabama",1454
"G0100970","2015-2019","AL",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01097",,,"Mobile County, Alabama",47583,"Mobile County, Alabama",1060
"G0100990","2015-2019","AL",,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01099",,,"Monroe County, Alabama",30441,"Monroe County, Alabama",3305
"G0101010","2015-2019","AL",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01101",,,"Montgomery County, Alabama",50124,"Montgomery County, Alabama",985
"G0101030","2015-2019","AL",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01103",,,"Morgan County, Alabama",52156,"Morgan County, Alabama",1613
"G0101050","2015-2019","AL",,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01105",,,"Perry County, Alabama",23447,"Perry County, Alabama",2593
"G0101070","2015-2019","AL",,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01107",,,"Pickens County, Alabama",39848,"Pickens County, Alabama",3352
"G0101090","2015-2019","AL",,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01109",,,"Pike County, Alabama",37446,"Pike County, Alabama",2508
"G0101110","2015-2019","AL",,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01111",,,"Randolph County, Alabama",43395,"Randolph County, Alabama",3406
"G0101130","2015-2019","AL",,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01113",,,"Russell County, Alabama",42443,"Russell County, Alabama",2725
"G0101150","2015-2019","AL",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01115",,,"St. Clair County, Alabama",58308,"St. Clair County, Alabama",3222
"G0101170","2015-2019","AL",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01117",,,"Shelby County, Alabama",77799,"Shelby County, Alabama",2248
"G0101190","2015-2019","AL",,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01119",,,"Sumter County, Alabama",24320,"Sumter County, Alabama",1881
"G0101210","2015-2019","AL",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01121",,,"Talladega County, Alabama",41325,"Talladega County, Alabama",2101
"G0101230","2015-2019","AL",,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01123",,,"Tallapoosa County, Alabama",45828,"Tallapoosa County, Alabama",3476
"G0101250","2015-2019","AL",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01125",,,"Tuscaloosa County, Alabama",53326,"Tuscaloosa County, Alabama",1173
"G0101270","2015-2019","AL",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01127",,,"Walker County, Alabama",43629,"Walker County, Alabama",1841
"G0101290","2015-2019","AL",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01129",,,"Washington County, Alabama",41370,"Washington County, Alabama",3437
"G0101310","2015-2019","AL",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01131",,,"Wilcox County, Alabama",31014,"Wilcox County, Alabama",3634
"G0101330","2015-2019","AL",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01133",,,"Winston County, Alabama",35788,"Winston County, Alabama",3659
"G0200130","2015-2019","AK",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02013",,,"Aleutians East Borough, Alaska",69250,"Aleutians East Borough, Alaska",5289
"G0200160","2015-2019","AK",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02016",,,"Aleutians West Census Area, Alaska",87466,"Aleutians West Census Area, Alaska",3206
"G0200200","2015-2019","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02020",,,"Anchorage Municipality, Alaska",84928,"Anchorage Municipality, Alaska",1508
"G0200500","2015-2019","AK",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02050",,,"Bethel Census Area, Alaska",53553,"Bethel Census Area, Alaska",3178
"G0200600","2015-2019","AK",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02060",,,"Bristol Bay Borough, Alaska",79808,"Bristol Bay Borough, Alaska",8316
"G0200680","2015-2019","AK",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02068",,,"Denali Borough, Alaska",81719,"Denali Borough, Alaska",13581
"G0200700","2015-2019","AK",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02070",,,"Dillingham Census Area, Alaska",56898,"Dillingham Census Area, Alaska",5323
"G0200900","2015-2019","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02090",,,"Fairbanks North Star Borough, Alaska",76992,"Fairbanks North Star Borough, Alaska",3115
"G0201000","2015-2019","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02100",,,"Haines Borough, Alaska",58059,"Haines Borough, Alaska",11237
"G0201050","2015-2019","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02105",,,"Hoonah-Angoon Census Area, Alaska",59803,"Hoonah-Angoon Census Area, Alaska",4266
"G0201100","2015-2019","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02110",,,"Juneau City and Borough, Alaska",88390,"Juneau City and Borough, Alaska",4059
"G0201220","2015-2019","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122",,,"Kenai Peninsula Borough, Alaska",66064,"Kenai Peninsula Borough, Alaska",2441
"G0201300","2015-2019","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130",,,"Ketchikan Gateway Borough, Alaska",72728,"Ketchikan Gateway Borough, Alaska",3182
"G0201500","2015-2019","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150",,,"Kodiak Island Borough, Alaska",85839,"Kodiak Island Borough, Alaska",10160
"G0201580","2015-2019","AK",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02158",,,"Kusilvak Census Area, Alaska",36754,"Kusilvak Census Area, Alaska",4042
"G0201640","2015-2019","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02164",,,"Lake and Peninsula Borough, Alaska",44135,"Lake and Peninsula Borough, Alaska",3686
"G0201700","2015-2019","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02170",,,"Matanuska-Susitna Borough, Alaska",75493,"Matanuska-Susitna Borough, Alaska",1614
"G0201800","2015-2019","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02180",,,"Nome Census Area, Alaska",61048,"Nome Census Area, Alaska",2210
"G0201850","2015-2019","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185",,,"North Slope Borough, Alaska",79306,"North Slope Borough, Alaska",10108
"G0201880","2015-2019","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188",,,"Northwest Arctic Borough, Alaska",60906,"Northwest Arctic Borough, Alaska",5036
"G0201950","2015-2019","AK",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195",,,"Petersburg Borough, Alaska",69948,"Petersburg Borough, Alaska",7258
"G0201980","2015-2019","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198",,,"Prince of Wales-Hyder Census Area, Alaska",52379,"Prince of Wales-Hyder Census Area, Alaska",3924
"G0202200","2015-2019","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220",,,"Sitka City and Borough, Alaska",73682,"Sitka City and Borough, Alaska",3705
"G0202300","2015-2019","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230",,,"Skagway Municipality, Alaska",73906,"Skagway Municipality, Alaska",6082
"G0202400","2015-2019","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240",,,"Southeast Fairbanks Census Area, Alaska",70056,"Southeast Fairbanks Census Area, Alaska",7473
"G0202610","2015-2019","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261",,,"Valdez-Cordova Census Area, Alaska",79867,"Valdez-Cordova Census Area, Alaska",10958
"G0202750","2015-2019","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275",,,"Wrangell City and Borough, Alaska",53894,"Wrangell City and Borough, Alaska",6028
"G0202820","2015-2019","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282",,,"Yakutat City and Borough, Alaska",71607,"Yakutat City and Borough, Alaska",8538
"G0202900","2015-2019","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290",,,"Yukon-Koyukuk Census Area, Alaska",41413,"Yukon-Koyukuk Census Area, Alaska",2359
"G0400010","2015-2019","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001",,,"Apache County, Arizona",32508,"Apache County, Arizona",1723
"G0400030","2015-2019","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003",,,"Cochise County, Arizona",49260,"Cochise County, Arizona",1858
"G0400050","2015-2019","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",59460,"Coconino County, Arizona",1953
"G0400070","2015-2019","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",43524,"Gila County, Arizona",2214
"G0400090","2015-2019","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",51353,"Graham County, Arizona",2121
"G0400110","2015-2019","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",63473,"Greenlee County, Arizona",2899
"G0400120","2015-2019","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",34643,"La Paz County, Arizona",4945
"G0400130","2015-2019","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",64468,"Maricopa County, Arizona",326
"G0400150","2015-2019","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",45587,"Mohave County, Arizona",1297
"G0400170","2015-2019","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",40067,"Navajo County, Arizona",1628
"G0400190","2015-2019","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",53379,"Pima County, Arizona",628
"G0400210","2015-2019","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",58174,"Pinal County, Arizona",930
"G0400230","2015-2019","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",41259,"Santa Cruz County, Arizona",2645
"G0400250","2015-2019","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",52451,"Yavapai County, Arizona",1376
"G0400270","2015-2019","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",45243,"Yuma County, Arizona",1279
"G0500010","2015-2019","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",46696,"Arkansas County, Arkansas",2210
"G0500030","2015-2019","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",44744,"Ashley County, Arkansas",4484
"G0500050","2015-2019","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",42260,"Baxter County, Arkansas",2095
"G0500070","2015-2019","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",66362,"Benton County, Arkansas",1292
"G0500090","2015-2019","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",45374,"Boone County, Arkansas",1907
"G0500110","2015-2019","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",43184,"Bradley County, Arkansas",4132
"G0500130","2015-2019","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",46417,"Calhoun County, Arkansas",6659
"G0500150","2015-2019","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",46110,"Carroll County, Arkansas",4165
"G0500170","2015-2019","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",34147,"Chicot County, Arkansas",2071
"G0500190","2015-2019","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",41620,"Clark County, Arkansas",3924
"G0500210","2015-2019","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",37233,"Clay County, Arkansas",2550
"G0500230","2015-2019","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",44483,"Cleburne County, Arkansas",2847
"G0500250","2015-2019","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",46684,"Cleveland County, Arkansas",4507
"G0500270","2015-2019","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",36193,"Columbia County, Arkansas",2784
"G0500290","2015-2019","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",42802,"Conway County, Arkansas",3656
"G0500310","2015-2019","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",47286,"Craighead County, Arkansas",2063
"G0500330","2015-2019","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",46828,"Crawford County, Arkansas",2004
"G0500350","2015-2019","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",40161,"Crittenden County, Arkansas",2116
